Severity,Date/Time,Latitude,Longitude,City,State,Number,Street,Description
2,2018-02-01 08:16:19,41.391,-110.1899,Fort Bridger,WY,,I-80 E,At I-80-BL/Exit 48 - Accident.
3,2018-06-19 15:32:54,43.7374,-108.4009,Thermopolis,WY,1213, State Highway 120,Between Thermopolis and Meeteetse Creek Rd - Accident. Lane blocked.
4,2017-04-21 19:18:31,41.117,-104.8688,Cheyenne,WY,,I-80 W,Closed between I-80-BL/Exit 358 and I-80-BL/US-30/E Grand Ave/Exit 316 - Road closed due to accident.
4,2018-10-28 07:57:53,41.5769,-109.2616,Rock Springs,WY,,I-80 E,Closed at I-80-BL/Dewar Drive/Exit 102 - Road closed due to accident.
2,2018-08-16 08:26:06,44.7488,-109.3856,Cody,WY,,Crandall Rd,Lane blocked due to accident on WY-296 Crandall Rd Eastbound near Bald Ridge Access Rd.
4,2018-07-22 19:02:13,43.3195,-104.1185,Lance Creek,WY,,US Highway 18,Closed at US-18/US-85 - Road closed due to accident.
2,2016-07-01 08:31:25,43.321,-110.7284,Jackson,WY,12008, S US Highway 191,At US-189/US-191 - Accident.
4,2018-03-16 10:09:53,41.1169,-104.8994,Cheyenne,WY,,I-80 W,Closed between Roundtop Rd and I-80-BL/US-30/E Grand Ave/Exit 316 - Road closed due to accident.
4,2016-07-23 12:53:35,43.7203,-106.6374,Kaycee,WY,,I-25 N,Closed between I-25 and WY-191/Mayoworth Rd/Exit 254 - Road closed due to accident.
4,2018-01-12 08:37:00,41.3234,-105.6154,Laramie,WY,,I-80 W,Closed between I-80-BL/Curtis Street/Exit 310 and WY-13/Exit 272 - Road closed due to accident.
4,2020-01-30 13:28:48,41.5247,-109.2969,Rock Springs,WY,50245, S Highway 191,Closed between Rock Springs Solid Waste Rd and Utah/Wyoming State Line - Road closed due to accident.
2,2017-07-20 11:55:59,41.6455,-108.5736,Wamsutter,WY,,I-80 W,At Bitter Creek Road/Exit 142 - Accident.
2,2017-01-05 08:28:04,41.6472,-108.6673,Rock Springs,WY,,I-80 W,At Black Butte Road/Exit 136 - Accident.
4,2018-12-04 11:22:48,41.7689,-104.8039,Chugwater,WY,,I-25 N,Closed between I-25-BL/Exit 54 and Slater Rd/Exit 65 - Road closed due to accident.
4,2020-03-17 02:24:18,41.1188,-104.8056,Cheyenne,WY,,I-80 E,Slow traffic reopened for through traffic and left lane blocked due to accident on I-80 both ways between Exits 359A 359C I-25 Exits 8B 8D and Exit 362 I-25-BL Greeley Hwy.
2,2019-05-10 14:35:59,41.2229,-107.6938,Rawlins,WY,,WY-789,At Baggs - Accident. Lane blocked.
4,2016-07-07 09:49:25,41.3217,-105.6154,Laramie,WY,,I-80 E,Closed between I-80-BL/Curtis Street/Exit 310 and US-287/3rd Street/Exit 313 - Road closed due to accident.
4,2019-01-16 15:01:50,41.3333,-105.6162,Laramie,WY,,I-80 W,Closed between I-80-BL/Curtis Street/Exit 310 and US-30/US-287/WY-130/Exit 235 - Road closed due to accident. emergency vehicles at scene.
2,2017-04-06 14:34:53,42.8573,-106.3041,Casper,WY,,US-26 E,At US-20/US-26/US-87/Exit 186 - Accident.
4,2017-08-22 15:29:11,44.93,-109.7261,Cody,WY,1790, US Highway 212,Closed between Beartooth Hwy and WY-120/Belfry Hwy - Road closed due to accident.
2,2018-04-16 07:04:05,41.685,-105.5223,Bosler,WY,1314,State Highway 34,Lane blocked due to accident on WY-34 near Sybille Rd.
2,2018-03-29 09:13:09,41.1753,-104.0698,Pine Bluffs,WY,,I-80 W,At I-80-BL/US-30-BR/Exit 401 - Accident. Left lane blocked.
4,2017-04-07 01:58:53,41.7844,-107.4144,Rawlins,WY,,US-30 E,Closed between Knobs Rd/Exit 204 and Hadsell Rd/Exit 206 - Road closed due to accident.
3,2016-11-23 09:17:19,42.5281,-105.0282,Glendo,WY,,US-87 N,At US-18/US-20/Exit 126 - Accident.
2,2018-02-26 08:06:13,44.0877,-106.6348,Buffalo,WY,,US-87 S,At Middle Fork Rd/Exit 280 - Accident.
4,2019-01-17 18:24:52,41.7276,-107.7329,Wamsutter,WY,,I-80 W,Closed between WY-789/Baggs Rd/Exit 187 and Continental Divide Rd/Exit 184 - Road closed due to accident.
3,2019-01-27 03:38:57,41.5993,-106.2098,Rock River,WY,,State Highway 13,Entry ramp to I-80 Westbound from WY-13 both ways closed due to accident.
4,2017-03-06 10:26:12,42.8589,-106.3361,Casper,WY,,US-26 E,Closed between WY-220/Poplar Street/Exit 188B and WY-253/Hat Six Rd/Exit 182 - Road closed due to accident.
4,2019-09-28 20:31:27,41.1153,-104.8446,Cheyenne,WY,,I-80 W,Closed at I-25/US-87/Exit 359 - Road closed due to accident.
4,2018-09-03 10:59:09,41.5371,-104.3235,Cheyenne,WY,3743, Torrington Rd,Closed at La Grange - Road closed due to accident.
2,2019-07-16 22:47:57,41.0003,-104.9066,Cheyenne,WY,,I-25 S,At Wyoming/Colorado State Line - Accident.
4,2018-12-05 12:36:49,41.3587,-110.3326,Lyman,WY,,I-80 W,Closed between WY-412/WY-414/Exit 39 and I-80-BL/US-189-BR/Bear River/Exit 6 - Road closed due to accident.
3,2019-10-14 17:46:25,44.6648,-106.8794,Sheridan,WY,,I-90 E,Left lane blocked due to accident on I-90 Westbound at Exit 33 CR-131.
4,2017-03-12 21:26:38,41.2888,-105.5247,Laramie,WY,,I-80 W,Closed between I-80-BL/US-30/E Grand Ave/Exit 316 and WY-210/Happy Jack Road/Exit 323 - Road closed due to accident.
2,2019-10-27 13:18:11,42.5087,-105.029,Glendo,WY,,US-26 E,At A St/Ridge Rd/Exit 111 - Accident. Right lane blocked.
2,2019-02-21 11:37:14,41.5598,-109.3053,Rock Springs,WY,,US-191 S,At US-191/Flaming Gorge Rd/Exit 99 - Accident. Left lane blocked.
4,2020-10-24 23:54:00,41.6341,-106.284,Rock River,WY,,I-80 E,Winter closure due to accident on I-80 both ways from Exit 235 / WY-130 / US-287 to Exit 267 / CR-402.
3,2018-11-25 01:22:49,41.7433,-106.7759,Hanna,WY,,I-80 W,Entry ramp to I-80 Westbound from Peterson Rd both ways closed due to winter storm.
4,2016-11-22 08:39:00,41.1011,-105.0592,Cheyenne,WY,,I-80 W,Closed between Roundtop Rd and Vedauwoo Rd/Exit 329 - Road closed due to accident.
4,2019-01-17 20:37:37,41.3234,-105.6154,Laramie,WY,,I-80 W,Closed between WY-130/WY-230/Snowy Range/Exit 311 and US-30/US-287/WY-130/Exit 235 - Road closed due to accident.
2,2017-08-25 07:20:56,41.7611,-104.829,Chugwater,WY,,US-87 S,At I-25-BL/Exit 54 - Accident.
4,2018-12-05 12:36:49,41.2676,-110.9439,Evanston,WY,,I-80 E,Closed between I-80-BL/US-189-BR/Bear River/Exit 6 and WY-412/WY-414/Exit 39 - Road closed due to accident.
3,2016-09-14 13:15:52,42.7626,-104.4522,Lusk,WY,276, S Main St,Between US-18/Main St/S Cedar St and Wyoming/Nebraska State Line - Accident.
2,2019-01-25 12:07:12,41.6878,-106.3806,Hanna,WY,,I-80 W,At Elk Mtn Medicine Bow Rd/Exit 260 - Accident. Right lane blocked. Snow drifts. Blowing snow. Strong winds.
4,2016-08-04 23:27:51,42.8635,-106.3416,Casper,WY,,US-26 W,Closed between US-20/US-26/Exit 189 and Wardwell Rd/Exit 191 - Road closed due to accident.
4,2017-01-24 12:45:58,41.6355,-108.4058,Rock Springs,WY,,I-80 W,Closed between Table Rock Road/Exit 150 and Patrick Draw Road/Exit 146 - Road closed due to accident.
2,2016-09-29 12:36:36,41.6335,-108.3762,Wamsutter,WY,,I-80 W,At Bar X Rd/Exit 152 - Accident.
2,2016-10-07 13:56:53,42.8247,-105.8018,Glenrock,WY,,I-25 N,Between I-25-BL/US-20/US-26/US-87/Exit 160 and WY-253/Hat Six Rd/Exit 182 - Accident.
2,2017-11-22 10:40:51,41.0586,-104.8821,Cheyenne,WY,,US-87 S,At Terry Ranch Rd/Exit 2 - Accident.
4,2018-01-07 16:42:40,41.7432,-106.7693,Hanna,WY,,I-80 W,Closed between Peterson Rd/Exit 238 and US-30/US-287/WY-130/Exit 235 - Road closed due to accident.
4,2018-10-15 21:09:58,42.0829,-104.2319,Torrington,WY,4374, US Highway 26/85,Closed at US-26/Valley Rd - Road closed due to accident.
4,2017-02-01 12:06:00,44.7464,-107.5015,Dayton,WY,6527, US Highway 14,Closed at Basin - Road closed due to accident.
3,2019-02-13 09:33:18,41.3909,-105.8207,Laramie,WY,,I-80 E,At WY-12/Herrick Lane/Exit 297 - Accident. Blocked ahead.
4,2019-06-29 12:09:20,44.5116,-109.0261,Cody,WY,,State Highway 120,Closed between Greybull Hwy and Cody Landfill Rd - Road closed due to accident.
2,2017-06-12 13:46:12,41.5427,-109.7995,Mc Kinnon,WY,,US-30 E,At Westvaco Rd/Exit 72 - Accident.
4,2017-08-24 08:28:26,41.3283,-110.4546,Fort Bridger,WY,,I-80 W,Closed at Union Rd/Exit 33 - Road closed due to accident.
4,2016-07-23 12:53:35,43.8683,-106.6287,Kaycee,WY,,I-25 S,Closed at I-25 - Road closed due to accident.
4,2018-11-18 15:03:07,41.4115,-104.8749,Cheyenne,WY,,US-87 S,Closed at Whitaker Rd/Exit 29 - Road closed due to accident.
3,2018-06-07 07:28:57,41.7838,-107.1639,Rawlins,WY,,I-80 E,Right lane blocked due to accident on I-80 Eastbound after Exit 215 / Cedar St.
4,2019-12-26 07:23:03,41.791,-107.2388,Rawlins,WY,,W Spruce St,Closed at Walnut St - Road closed due to accident.
4,2017-01-25 16:05:23,41.7844,-107.4144,Rawlins,WY,,US-30 E,Closed between Knobs Rd/Exit 204 and Hadsell Rd/Exit 206 - Road closed due to accident.
3,2018-11-25 01:22:49,41.7425,-106.8312,Hanna,WY,,US-287 N,Entry ramp to I-80 Westbound from US Highway 30 both ways closed due to winter storm.
3,2019-02-13 09:33:18,41.3967,-105.8258,Laramie,WY,,I-80 E,At WY-12/Herrick Lane/Exit 297 - Accident. Blocked ahead.
