State,Severity,Year,Month,Day,Counter
WA,2,2018,October,26,16
WA,2,2018,October,27,2
WA,2,2018,October,28,4
WA,2,2018,October,29,21
WA,2,2018,October,30,27
WA,2,2018,October,31,23
WA,2,2018,September,01,1
WA,2,2018,September,02,5
WA,2,2018,September,03,9
WA,2,2018,September,04,33
WA,2,2018,September,05,23
WA,2,2018,September,06,30
WA,2,2018,September,07,32
WA,2,2018,September,08,17
WA,2,2018,September,09,6
WA,2,2018,September,10,29
WA,2,2018,September,11,24
WA,2,2018,September,12,24
WA,2,2018,September,13,21
WA,2,2018,September,14,37
WA,2,2018,September,15,3
WA,2,2018,September,16,6
WA,2,2018,September,17,16
WA,2,2018,September,18,31
WA,2,2018,September,19,22
WA,2,2018,September,20,21
WA,2,2018,September,21,21
WA,2,2018,September,22,9
WA,2,2018,September,23,11
WA,2,2018,September,24,19
WA,2,2018,September,25,26
WA,2,2018,September,26,12
WA,2,2018,September,27,13
WA,2,2018,September,28,18
WA,2,2018,September,29,5
WA,2,2018,September,30,5
WA,2,2019,April,01,17
WA,2,2019,April,02,14
WA,2,2019,April,03,13
WA,2,2019,April,04,23
WA,2,2019,April,05,27
WA,2,2019,April,06,10
WA,2,2019,April,07,1
WA,2,2019,April,08,19
WA,2,2019,April,09,16
WA,2,2019,April,10,19
WA,2,2019,April,11,14
WA,2,2019,April,12,10
WA,2,2019,April,13,9
WA,2,2019,April,14,12
WA,2,2019,April,15,14
WA,2,2019,April,16,16
WA,2,2019,April,17,16
WA,2,2019,April,18,20
WA,2,2019,April,19,22
WA,2,2019,April,20,3
WA,2,2019,April,21,2
WA,2,2019,April,22,28
WA,2,2019,April,23,18
WA,2,2019,April,24,14
WA,2,2019,April,25,8
WA,2,2019,April,26,19
WA,2,2019,April,27,1
WA,2,2019,April,28,4
WA,2,2019,April,29,22
WA,2,2019,April,30,20
WA,2,2019,August,01,17
WA,2,2019,August,02,23
WA,2,2019,August,03,6
WA,2,2019,August,04,7
WA,2,2019,August,05,26
WA,2,2019,August,06,17
WA,2,2019,August,07,19
WA,2,2019,August,08,8
WA,2,2019,August,09,9
WA,2,2019,August,10,3
WA,2,2019,August,11,2
WA,2,2019,August,12,8
WA,2,2019,August,13,15
WA,2,2019,August,14,27
WA,2,2019,August,15,25
WA,2,2019,August,16,17
WA,2,2019,August,17,8
WA,2,2019,August,18,9
WA,2,2019,August,19,14
WA,2,2019,August,20,30
WA,2,2019,August,21,27
WA,2,2019,August,22,17
WA,2,2019,August,23,14
WA,2,2019,August,25,2
WA,2,2019,August,26,22
WA,2,2019,August,27,20
WA,2,2019,August,28,16
WA,2,2019,August,29,17
WA,2,2019,August,30,16
WA,2,2019,August,31,7
WA,2,2019,December,01,4
WA,2,2019,December,02,11
WA,2,2019,December,03,16
WA,2,2019,December,04,31
WA,2,2019,December,05,19
WA,2,2019,December,06,14
WA,2,2019,December,07,2
WA,2,2019,December,08,1
WA,2,2019,December,09,21
WA,2,2019,December,10,24
WA,2,2019,December,11,34
WA,2,2019,December,12,24
WA,2,2019,December,13,7
WA,2,2019,December,14,6
WA,2,2019,December,15,2
WA,2,2019,December,16,14
WA,2,2019,December,17,18
WA,2,2019,December,18,21
WA,2,2019,December,19,23
WA,2,2019,December,20,29
WA,2,2019,December,21,1
WA,2,2019,December,23,17
WA,2,2019,December,24,10
WA,2,2019,December,26,24
WA,2,2019,December,27,11
WA,2,2019,December,28,2
WA,2,2019,December,30,16
WA,2,2019,December,31,16
WA,2,2019,February,01,27
WA,2,2019,February,02,6
WA,2,2019,February,03,4
WA,2,2019,February,04,40
WA,2,2019,February,05,33
WA,2,2019,February,06,28
WA,2,2019,February,07,27
WA,2,2019,February,08,5
WA,2,2019,February,09,5
WA,2,2019,February,10,6
WA,2,2019,February,11,37
WA,2,2019,February,12,24
WA,2,2019,February,13,18
WA,2,2019,February,14,20
WA,2,2019,February,15,12
WA,2,2019,February,16,2
WA,2,2019,February,17,11
WA,2,2019,February,18,11
WA,2,2019,February,19,16
WA,2,2019,February,20,15
WA,2,2019,February,21,36
WA,2,2019,February,22,16
WA,2,2019,February,23,6
WA,2,2019,February,24,5
WA,2,2019,February,25,9
WA,2,2019,February,26,14
WA,2,2019,February,27,15
WA,2,2019,February,28,23
WA,2,2019,January,01,7
WA,2,2019,January,02,12
WA,2,2019,January,03,26
WA,2,2019,January,04,20
WA,2,2019,January,05,5
WA,2,2019,January,06,1
WA,2,2019,January,07,16
WA,2,2019,January,08,25
WA,2,2019,January,09,22
WA,2,2019,January,10,29
WA,2,2019,January,11,22
WA,2,2019,January,12,7
WA,2,2019,January,13,8
WA,2,2019,January,14,24
WA,2,2019,January,15,21
WA,2,2019,January,16,19
WA,2,2019,January,17,13
WA,2,2019,January,18,21
WA,2,2019,January,19,13
WA,2,2019,January,20,11
WA,2,2019,January,21,16
WA,2,2019,January,22,18
WA,2,2019,January,23,8
WA,2,2019,January,24,27
WA,2,2019,January,25,26
WA,2,2019,January,26,8
WA,2,2019,January,27,3
WA,2,2019,January,28,15
WA,2,2019,January,29,20
WA,2,2019,January,30,15
WA,2,2019,January,31,17
WA,2,2019,July,01,18
WA,2,2019,July,02,17
WA,2,2019,July,03,21
WA,2,2019,July,04,4
WA,2,2019,July,05,18
WA,2,2019,July,06,4
WA,2,2019,July,07,4
WA,2,2019,July,08,18
WA,2,2019,July,09,14
WA,2,2019,July,10,28
WA,2,2019,July,11,13
WA,2,2019,July,12,10
WA,2,2019,July,13,9
WA,2,2019,July,14,6
WA,2,2019,July,15,14
WA,2,2019,July,16,17
WA,2,2019,July,17,21
WA,2,2019,July,18,38
WA,2,2019,July,19,9
WA,2,2019,July,20,2
WA,2,2019,July,21,6
WA,2,2019,July,22,29
WA,2,2019,July,23,22
WA,2,2019,July,24,22
WA,2,2019,July,25,25
WA,2,2019,July,26,17
WA,2,2019,July,27,3
WA,2,2019,July,28,5
WA,2,2019,July,29,20
WA,2,2019,July,30,17
WA,2,2019,July,31,15
WA,2,2019,June,01,11
WA,2,2019,June,02,14
WA,2,2019,June,03,14
WA,2,2019,June,04,14
WA,2,2019,June,05,5
WA,2,2019,June,06,16
WA,2,2019,June,07,10
WA,2,2019,June,08,7
WA,2,2019,June,09,4
WA,2,2019,June,10,15
WA,2,2019,June,11,11
WA,2,2019,June,12,19
WA,2,2019,June,13,13
WA,2,2019,June,14,15
WA,2,2019,June,15,7
WA,2,2019,June,16,1
WA,2,2019,June,17,19
WA,2,2019,June,18,10
WA,2,2019,June,19,11
WA,2,2019,June,20,16
WA,2,2019,June,21,21
WA,2,2019,June,22,6
WA,2,2019,June,23,2
WA,2,2019,June,24,13
WA,2,2019,June,25,17
WA,2,2019,June,26,11
WA,2,2019,June,27,15
WA,2,2019,June,28,12
WA,2,2019,June,29,8
WA,2,2019,June,30,4
WA,2,2019,March,01,14
WA,2,2019,March,02,4
WA,2,2019,March,03,4
WA,2,2019,March,04,22
WA,2,2019,March,05,15
WA,2,2019,March,06,16
WA,2,2019,March,07,25
WA,2,2019,March,08,24
WA,2,2019,March,09,3
WA,2,2019,March,10,1
WA,2,2019,March,11,12
WA,2,2019,March,12,20
WA,2,2019,March,13,18
WA,2,2019,March,14,21
WA,2,2019,March,15,23
WA,2,2019,March,16,7
WA,2,2019,March,17,2
WA,2,2019,March,18,13
WA,2,2019,March,19,14
WA,2,2019,March,20,30
WA,2,2019,March,21,13
WA,2,2019,March,22,11
WA,2,2019,March,23,7
WA,2,2019,March,24,1
WA,2,2019,March,25,17
WA,2,2019,March,26,16
WA,2,2019,March,27,14
WA,2,2019,March,28,14
WA,2,2019,March,29,16
WA,2,2019,March,30,11
WA,2,2019,March,31,8
WA,2,2019,May,01,30
WA,2,2019,May,02,7
WA,2,2019,May,03,24
WA,2,2019,May,04,11
WA,2,2019,May,05,3
WA,2,2019,May,06,20
WA,2,2019,May,07,23
WA,2,2019,May,08,24
WA,2,2019,May,09,21
WA,2,2019,May,10,20
WA,2,2019,May,11,2
WA,2,2019,May,12,5
WA,2,2019,May,13,22
WA,2,2019,May,14,21
WA,2,2019,May,15,18
WA,2,2019,May,16,15
WA,2,2019,May,17,22
WA,2,2019,May,18,9
WA,2,2019,May,19,3
WA,2,2019,May,20,28
WA,2,2019,May,21,12
WA,2,2019,May,22,8
WA,2,2019,May,23,13
WA,2,2019,May,24,15
WA,2,2019,May,25,4
WA,2,2019,May,26,8
WA,2,2019,May,27,9
WA,2,2019,May,28,16
WA,2,2019,May,29,16
WA,2,2019,May,30,9
WA,2,2019,May,31,18
WA,2,2019,November,01,10
WA,2,2019,November,02,1
WA,2,2019,November,03,3
WA,2,2019,November,04,7
WA,2,2019,November,05,18
WA,2,2019,November,06,24
WA,2,2019,November,07,7
WA,2,2019,November,08,17
WA,2,2019,November,09,5
WA,2,2019,November,10,3
WA,2,2019,November,11,11
WA,2,2019,November,12,31
WA,2,2019,November,13,19
WA,2,2019,November,14,16
WA,2,2019,November,15,12
WA,2,2019,November,16,1
WA,2,2019,November,17,10
WA,2,2019,November,18,18
WA,2,2019,November,19,31
WA,2,2019,November,20,26
WA,2,2019,November,21,19
WA,2,2019,November,22,17
WA,2,2019,November,23,5
WA,2,2019,November,24,2
WA,2,2019,November,25,24
WA,2,2019,November,26,9
WA,2,2019,November,27,4
WA,2,2019,November,28,1
WA,2,2019,November,29,5
WA,2,2019,November,30,7
WA,2,2019,October,01,21
WA,2,2019,October,02,18
WA,2,2019,October,03,22
WA,2,2019,October,04,25
WA,2,2019,October,05,3
WA,2,2019,October,06,4
WA,2,2019,October,07,16
WA,2,2019,October,08,26
WA,2,2019,October,09,23
WA,2,2019,October,10,25
WA,2,2019,October,11,19
WA,2,2019,October,12,3
WA,2,2019,October,13,1
WA,2,2019,October,14,15
WA,2,2019,October,15,25
WA,2,2019,October,16,21
WA,2,2019,October,17,18
WA,2,2019,October,18,26
WA,2,2019,October,19,9
WA,2,2019,October,20,4
WA,2,2019,October,21,30
WA,2,2019,October,22,20
WA,2,2019,October,23,17
WA,2,2019,October,24,15
WA,2,2019,October,25,19
WA,2,2019,October,26,3
WA,2,2019,October,28,25
WA,2,2019,October,29,21
WA,2,2019,October,30,15
WA,2,2019,October,31,16
WA,2,2019,September,01,1
WA,2,2019,September,02,5
WA,2,2019,September,03,19
WA,2,2019,September,04,17
WA,2,2019,September,05,26
WA,2,2019,September,06,23
WA,2,2019,September,07,6
WA,2,2019,September,08,6
WA,2,2019,September,09,29
WA,2,2019,September,10,20
WA,2,2019,September,11,16
WA,2,2019,September,12,19
WA,2,2019,September,13,17
WA,2,2019,September,14,5
WA,2,2019,September,15,10
WA,2,2019,September,16,13
WA,2,2019,September,17,26
WA,2,2019,September,18,17
WA,2,2019,September,19,6
WA,2,2019,September,20,18
WA,2,2019,September,21,7
WA,2,2019,September,22,4
WA,2,2019,September,23,28
WA,2,2019,September,24,30
WA,2,2019,September,25,18
WA,2,2019,September,26,31
WA,2,2019,September,27,20
WA,2,2019,September,28,4
WA,2,2019,September,29,1
WA,2,2019,September,30,30
WA,2,2020,April,01,12
WA,2,2020,April,02,15
WA,2,2020,April,03,14
WA,2,2020,April,04,8
WA,2,2020,April,05,10
WA,2,2020,April,06,14
WA,2,2020,April,07,15
WA,2,2020,April,08,8
WA,2,2020,April,09,24
WA,2,2020,April,10,21
WA,2,2020,April,11,6
WA,2,2020,April,12,3
WA,2,2020,April,13,16
WA,2,2020,April,14,11
WA,2,2020,April,15,25
WA,2,2020,April,16,20
WA,2,2020,April,17,29
WA,2,2020,April,18,8
WA,2,2020,April,19,19
WA,2,2020,April,20,26
WA,2,2020,April,21,13
WA,2,2020,April,22,31
WA,2,2020,April,23,17
WA,2,2020,April,24,16
WA,2,2020,April,25,5
WA,2,2020,April,26,8
WA,2,2020,April,27,17
WA,2,2020,April,28,25
WA,2,2020,April,29,14
WA,2,2020,April,30,24
WA,2,2020,August,02,2
WA,2,2020,August,03,7
WA,2,2020,August,04,9
WA,2,2020,August,05,6
WA,2,2020,August,06,10
WA,2,2020,August,07,5
WA,2,2020,August,08,1
WA,2,2020,August,09,4
WA,2,2020,August,10,16
WA,2,2020,August,11,6
WA,2,2020,August,12,9
WA,2,2020,August,13,6
WA,2,2020,August,14,11
WA,2,2020,August,15,2
WA,2,2020,August,16,6
WA,2,2020,August,17,8
WA,2,2020,August,19,11
WA,2,2020,August,20,10
WA,2,2020,August,21,12
WA,2,2020,August,23,1
WA,2,2020,August,24,7
WA,2,2020,August,25,8
WA,2,2020,August,26,3
WA,2,2020,August,27,10
WA,2,2020,August,28,8
WA,2,2020,August,29,1
WA,2,2020,August,30,2
WA,2,2020,August,31,3
WA,2,2020,December,01,26
WA,2,2020,December,02,41
WA,2,2020,December,03,32
WA,2,2020,December,04,2
WA,2,2020,December,05,1
WA,2,2020,December,06,12
WA,2,2020,December,07,30
WA,2,2020,December,08,42
WA,2,2020,December,09,38
WA,2,2020,December,10,32
WA,2,2020,December,11,41
WA,2,2020,December,12,33
WA,2,2020,December,13,16
WA,2,2020,December,14,27
WA,2,2020,December,15,19
WA,2,2020,December,16,29
WA,2,2020,December,17,32
WA,2,2020,December,18,38
WA,2,2020,December,19,35
WA,2,2020,December,20,39
WA,2,2020,December,21,38
WA,2,2020,December,22,29
WA,2,2020,December,23,27
WA,2,2020,December,24,21
WA,2,2020,December,25,20
WA,2,2020,December,26,42
WA,2,2020,December,27,21
WA,2,2020,December,28,39
WA,2,2020,December,29,32
WA,2,2020,December,30,56
WA,2,2020,December,31,16
WA,2,2020,February,01,6
WA,2,2020,February,02,2
WA,2,2020,February,03,10
WA,2,2020,February,04,17
WA,2,2020,February,05,21
WA,2,2020,February,06,21
WA,2,2020,February,07,11
WA,2,2020,February,08,8
WA,2,2020,February,09,1
WA,2,2020,February,10,4
WA,2,2020,February,11,8
WA,2,2020,February,12,12
WA,2,2020,February,13,22
WA,2,2020,February,14,15
WA,2,2020,February,15,6
WA,2,2020,February,17,9
WA,2,2020,February,18,14
WA,2,2020,February,19,12
WA,2,2020,February,20,21
WA,2,2020,February,21,19
WA,2,2020,February,22,1
WA,2,2020,February,23,5
WA,2,2020,February,24,15
WA,2,2020,February,25,10
WA,2,2020,February,26,10
WA,2,2020,February,27,13
WA,2,2020,February,28,21
WA,2,2020,February,29,7
WA,2,2020,January,01,5
WA,2,2020,January,02,23
WA,2,2020,January,03,12
WA,2,2020,January,04,3
WA,2,2020,January,05,4
WA,2,2020,January,06,28
WA,2,2020,January,07,23
WA,2,2020,January,08,17
WA,2,2020,January,09,19
WA,2,2020,January,10,25
WA,2,2020,January,11,6
WA,2,2020,January,12,6
WA,2,2020,January,13,18
WA,2,2020,January,14,33
WA,2,2020,January,15,18
WA,2,2020,January,16,11
WA,2,2020,January,17,17
WA,2,2020,January,18,1
WA,2,2020,January,19,3
WA,2,2020,January,20,8
WA,2,2020,January,21,38
WA,2,2020,January,22,20
WA,2,2020,January,23,23
WA,2,2020,January,24,18
WA,2,2020,January,25,2
WA,2,2020,January,26,3
WA,2,2020,January,27,21
WA,2,2020,January,28,22
WA,2,2020,January,29,15
WA,2,2020,January,30,20
WA,2,2020,January,31,18
WA,2,2020,July,01,1
WA,2,2020,July,02,10
WA,2,2020,July,03,2
WA,2,2020,July,04,2
WA,2,2020,July,05,1
WA,2,2020,July,06,6
WA,2,2020,July,07,2
WA,2,2020,July,08,7
WA,2,2020,July,09,3
WA,2,2020,July,11,4
WA,2,2020,July,12,3
WA,2,2020,July,13,3
WA,2,2020,July,14,11
WA,2,2020,July,15,12
WA,2,2020,July,16,7
WA,2,2020,July,17,9
WA,2,2020,July,18,1
WA,2,2020,July,19,2
WA,2,2020,July,20,6
WA,2,2020,July,21,3
WA,2,2020,July,22,7
WA,2,2020,July,23,7
WA,2,2020,July,24,10
WA,2,2020,July,26,1
WA,2,2020,July,27,8
WA,2,2020,July,28,5
WA,2,2020,July,29,8
WA,2,2020,July,30,11
WA,2,2020,July,31,8
WA,2,2020,June,01,24
WA,2,2020,June,02,58
WA,2,2020,June,03,18
WA,2,2020,June,04,33
WA,2,2020,June,05,22
WA,2,2020,June,06,22
WA,2,2020,June,07,21
WA,2,2020,June,08,29
WA,2,2020,June,09,49
WA,2,2020,June,10,31
WA,2,2020,June,11,33
WA,2,2020,June,12,49
WA,2,2020,June,13,40
WA,2,2020,June,14,11
WA,2,2020,June,15,43
WA,2,2020,June,16,34
WA,2,2020,June,17,38
WA,2,2020,June,18,42
WA,2,2020,June,19,38
WA,2,2020,June,20,37
WA,2,2020,June,21,23
WA,2,2020,June,22,25
WA,2,2020,June,23,35
WA,2,2020,June,24,44
WA,2,2020,June,25,41
WA,2,2020,June,26,36
WA,2,2020,June,27,18
WA,2,2020,June,28,21
WA,2,2020,June,29,13
WA,2,2020,June,30,10
WA,2,2020,March,01,3
WA,2,2020,March,02,23
WA,2,2020,March,03,17
WA,2,2020,March,04,19
WA,2,2020,March,05,31
WA,2,2020,March,06,24
WA,2,2020,March,07,1
WA,2,2020,March,08,2
WA,2,2020,March,09,8
WA,2,2020,March,10,13
WA,2,2020,March,11,7
WA,2,2020,March,12,15
WA,2,2020,March,13,9
WA,2,2020,March,14,2
WA,2,2020,March,15,1
WA,2,2020,March,16,6
WA,2,2020,March,17,3
WA,2,2020,March,18,12
WA,2,2020,March,19,14
WA,2,2020,March,20,23
WA,2,2020,March,21,8
WA,2,2020,March,22,4
WA,2,2020,March,23,11
WA,2,2020,March,24,30
WA,2,2020,March,25,24
WA,2,2020,March,26,20
WA,2,2020,March,27,16
WA,2,2020,March,28,19
WA,2,2020,March,29,15
WA,2,2020,March,30,26
WA,2,2020,March,31,29
WA,2,2020,May,01,21
WA,2,2020,May,02,29
WA,2,2020,May,03,12
WA,2,2020,May,05,13
WA,2,2020,May,06,19
WA,2,2020,May,07,30
WA,2,2020,May,08,41
WA,2,2020,May,09,17
WA,2,2020,May,10,18
WA,2,2020,May,11,23
WA,2,2020,May,12,28
WA,2,2020,May,13,26
WA,2,2020,May,14,40
WA,2,2020,May,15,28
WA,2,2020,May,16,32
WA,2,2020,May,17,10
WA,2,2020,May,18,24
WA,2,2020,May,19,14
WA,2,2020,May,20,41
WA,2,2020,May,21,28
WA,2,2020,May,22,28
WA,2,2020,May,23,18
WA,2,2020,May,24,15
WA,2,2020,May,25,25
WA,2,2020,May,26,28
WA,2,2020,May,27,25
WA,2,2020,May,28,24
WA,2,2020,May,29,28
WA,2,2020,May,30,32
WA,2,2020,May,31,19
WA,2,2020,November,01,22
WA,2,2020,November,02,11
WA,2,2020,November,03,32
WA,2,2020,November,04,36
WA,2,2020,November,05,36
WA,2,2020,November,06,29
WA,2,2020,November,07,18
WA,2,2020,November,08,27
WA,2,2020,November,09,14
WA,2,2020,November,10,42
WA,2,2020,November,11,23
WA,2,2020,November,12,34
WA,2,2020,November,13,46
WA,2,2020,November,14,27
WA,2,2020,November,15,28
WA,2,2020,November,16,28
WA,2,2020,November,17,21
WA,2,2020,November,18,39
WA,2,2020,November,19,29
WA,2,2020,November,20,35
WA,2,2020,November,21,19
WA,2,2020,November,22,30
WA,2,2020,November,23,26
WA,2,2020,November,24,34
WA,2,2020,November,25,21
WA,2,2020,November,26,20
WA,2,2020,November,27,22
WA,2,2020,November,28,16
WA,2,2020,November,29,12
WA,2,2020,November,30,30
WA,2,2020,October,01,32
WA,2,2020,October,02,22
WA,2,2020,October,03,9
WA,2,2020,October,04,9
WA,2,2020,October,05,11
WA,2,2020,October,06,7
WA,2,2020,October,07,9
WA,2,2020,October,08,9
WA,2,2020,October,09,30
WA,2,2020,October,10,18
WA,2,2020,October,11,15
WA,2,2020,October,12,83
WA,2,2020,October,13,20
WA,2,2020,October,14,26
WA,2,2020,October,15,15
WA,2,2020,October,16,25
WA,2,2020,October,17,23
WA,2,2020,October,18,22
WA,2,2020,October,19,17
WA,2,2020,October,20,23
WA,2,2020,October,21,25
WA,2,2020,October,22,43
WA,2,2020,October,23,17
WA,2,2020,October,24,20
WA,2,2020,October,25,22
WA,2,2020,October,26,15
WA,2,2020,October,27,24
WA,2,2020,October,28,20
WA,2,2020,October,29,25
WA,2,2020,October,30,42
WA,2,2020,October,31,30
WA,2,2020,September,01,7
WA,2,2020,September,02,9
WA,2,2020,September,03,13
WA,2,2020,September,04,7
WA,2,2020,September,05,1
WA,2,2020,September,06,2
WA,2,2020,September,07,8
WA,2,2020,September,08,7
WA,2,2020,September,09,6
WA,2,2020,September,10,10
WA,2,2020,September,11,23
WA,2,2020,September,12,8
WA,2,2020,September,13,6
WA,2,2020,September,14,6
WA,2,2020,September,15,22
WA,2,2020,September,16,21
WA,2,2020,September,17,11
WA,2,2020,September,18,32
WA,2,2020,September,19,13
WA,2,2020,September,20,4
WA,2,2020,September,21,20
WA,2,2020,September,22,14
WA,2,2020,September,23,52
WA,2,2020,September,24,30
WA,2,2020,September,25,36
WA,2,2020,September,26,27
WA,2,2020,September,27,11
WA,2,2020,September,28,12
WA,2,2020,September,29,16
WA,2,2020,September,30,27
WA,3,2016,August,01,9
WA,3,2016,August,02,9
WA,3,2016,August,03,5
WA,3,2016,August,04,6
WA,3,2016,August,05,14
WA,3,2016,August,06,4
WA,3,2016,August,07,6
WA,3,2016,August,08,10
WA,3,2016,August,09,8
WA,3,2016,August,10,13
WA,3,2016,August,11,16
WA,3,2016,August,12,14
WA,3,2016,August,13,3
WA,3,2016,August,14,7
WA,3,2016,August,15,7
WA,3,2016,August,16,10
WA,3,2016,August,17,22
WA,3,2016,August,18,21
WA,3,2016,August,19,13
WA,3,2016,August,20,8
WA,3,2016,August,22,3
WA,3,2016,August,23,15
WA,3,2016,August,24,9
WA,3,2016,August,25,20
WA,3,2016,August,26,11
WA,3,2016,August,27,6
WA,3,2016,August,28,2
WA,3,2016,August,29,7
WA,3,2016,August,30,5
WA,3,2016,August,31,9
WA,3,2016,December,01,18
WA,3,2016,December,02,14
WA,3,2016,December,03,3
WA,3,2016,December,04,8
WA,3,2016,December,05,17
WA,3,2016,December,06,14
WA,3,2016,December,07,18
WA,3,2016,December,08,12
WA,3,2016,December,09,11
WA,3,2016,December,10,11
WA,3,2016,December,11,2
WA,3,2016,December,12,9
WA,3,2016,December,13,32
WA,3,2016,December,14,10
WA,3,2016,December,15,9
WA,3,2016,December,16,15
WA,3,2016,December,17,3
WA,3,2016,December,18,2
WA,3,2016,December,19,18
WA,3,2016,December,20,14
WA,3,2016,December,21,14
WA,3,2016,December,22,13
WA,3,2016,December,23,10
WA,3,2016,December,24,5
WA,3,2016,December,25,1
WA,3,2016,December,26,1
WA,3,2016,December,27,15
WA,3,2016,December,28,18
WA,3,2016,December,29,5
WA,3,2016,December,30,8
WA,3,2016,December,31,5
WA,3,2016,July,01,4
WA,3,2016,July,02,7
WA,3,2016,July,03,5
WA,3,2016,July,04,4
WA,3,2016,July,05,6
WA,3,2016,July,06,8
WA,3,2016,July,07,12
WA,3,2016,July,08,11
WA,3,2016,July,09,15
WA,3,2016,July,10,4
WA,3,2016,July,11,7
WA,3,2016,July,12,10
WA,3,2016,July,13,6
WA,3,2016,July,14,4
WA,3,2016,July,15,7
WA,3,2016,July,16,4
WA,3,2016,July,18,2
WA,3,2016,July,19,12
WA,3,2016,July,20,5
WA,3,2016,July,21,13
WA,3,2016,July,22,15
WA,3,2016,July,23,3
WA,3,2016,July,24,6
WA,3,2016,July,25,7
WA,3,2016,July,26,6
WA,3,2016,July,27,15
WA,3,2016,July,28,16
WA,3,2016,July,29,12
WA,3,2016,July,30,4
WA,3,2016,July,31,11
WA,3,2016,June,14,1
WA,3,2016,June,21,8
WA,3,2016,June,22,6
WA,3,2016,June,23,18
WA,3,2016,June,24,14
WA,3,2016,June,25,3
WA,3,2016,June,26,7
WA,3,2016,June,27,8
WA,3,2016,June,28,5
WA,3,2016,June,29,16
WA,3,2016,June,30,6
WA,3,2016,November,01,11
WA,3,2016,November,02,5
WA,3,2016,November,03,13
WA,3,2016,November,04,16
WA,3,2016,November,05,4
WA,3,2016,November,06,7
WA,3,2016,November,07,14
WA,3,2016,November,08,11
WA,3,2016,November,09,18
WA,3,2016,November,10,12
WA,3,2016,November,11,3
WA,3,2016,November,12,2
WA,3,2016,November,13,2
WA,3,2016,November,14,13
WA,3,2016,November,15,17
WA,3,2016,November,16,15
WA,3,2016,November,17,16
WA,3,2016,November,18,9
WA,3,2016,November,19,2
WA,3,2016,November,20,8
WA,3,2016,November,21,14
WA,3,2016,November,22,10
WA,3,2016,November,23,8
WA,3,2016,November,24,11
WA,3,2016,November,25,8
WA,3,2016,November,26,8
WA,3,2016,November,27,5
WA,3,2016,November,28,12
WA,3,2016,November,29,6
WA,3,2016,November,30,7
WA,3,2016,October,01,3
WA,3,2016,October,03,8
WA,3,2016,October,04,17
WA,3,2016,October,05,5
WA,3,2016,October,06,8
WA,3,2016,October,07,15
WA,3,2016,October,08,5
WA,3,2016,October,10,3
WA,3,2016,October,11,14
WA,3,2016,October,12,13
WA,3,2016,October,13,19
WA,3,2016,October,14,17
WA,3,2016,October,15,2
WA,3,2016,October,16,3
WA,3,2016,October,17,15
WA,3,2016,October,18,6
WA,3,2016,October,19,7
WA,3,2016,October,20,21
WA,3,2016,October,21,13
WA,3,2016,October,22,3
WA,3,2016,October,23,3
WA,3,2016,October,24,5
WA,3,2016,October,25,12
WA,3,2016,October,26,14
WA,3,2016,October,27,1
WA,3,2016,October,30,5
WA,3,2016,October,31,19
WA,3,2016,September,01,13
WA,3,2016,September,02,22
WA,3,2016,September,03,4
WA,3,2016,September,04,4
WA,3,2016,September,05,6
WA,3,2016,September,06,12
WA,3,2016,September,07,12
WA,3,2016,September,08,20
WA,3,2016,September,09,4
WA,3,2016,September,10,2
WA,3,2016,September,11,1
WA,3,2016,September,12,2
WA,3,2016,September,13,8
WA,3,2016,September,14,14
WA,3,2016,September,15,10
WA,3,2016,September,16,8
WA,3,2016,September,17,3
WA,3,2016,September,18,2
WA,3,2016,September,19,8
WA,3,2016,September,20,8
WA,3,2016,September,21,4
WA,3,2016,September,22,7
WA,3,2016,September,23,14
WA,3,2016,September,24,4
WA,3,2016,September,25,2
WA,3,2016,September,26,8
WA,3,2016,September,27,10
WA,3,2016,September,28,8
WA,3,2016,September,29,7
WA,3,2016,September,30,7
WA,3,2017,April,01,4
WA,3,2017,April,02,2
WA,3,2017,April,03,5
WA,3,2017,April,04,5
WA,3,2017,April,05,15
WA,3,2017,April,06,10
WA,3,2017,April,07,4
WA,3,2017,April,08,1
WA,3,2017,April,09,3
WA,3,2017,April,10,5
WA,3,2017,April,11,6
WA,3,2017,April,12,17
WA,3,2017,April,13,17
WA,3,2017,April,14,5
WA,3,2017,April,15,7
WA,3,2017,April,16,4
WA,3,2017,April,17,10
WA,3,2017,April,18,8
WA,3,2017,April,19,14
WA,3,2017,April,20,12
WA,3,2017,April,21,7
WA,3,2017,April,22,7
WA,3,2017,April,23,8
WA,3,2017,April,24,13
WA,3,2017,April,25,8
WA,3,2017,April,26,7
WA,3,2017,April,27,17
WA,3,2017,April,28,6
WA,3,2017,April,29,5
WA,3,2017,April,30,4
WA,3,2017,August,01,12
WA,3,2017,August,02,16
WA,3,2017,August,03,11
WA,3,2017,August,04,13
WA,3,2017,August,05,5
WA,3,2017,August,06,7
WA,3,2017,August,07,8
WA,3,2017,August,08,9
WA,3,2017,August,09,9
WA,3,2017,August,10,10
WA,3,2017,August,11,13
WA,3,2017,August,13,11
WA,3,2017,August,14,12
WA,3,2017,August,15,14
WA,3,2017,August,16,11
WA,3,2017,August,17,8
WA,3,2017,August,18,18
WA,3,2017,August,19,16
WA,3,2017,August,20,6
WA,3,2017,August,21,10
WA,3,2017,August,22,16
WA,3,2017,August,23,6
WA,3,2017,August,24,11
WA,3,2017,August,25,9
